Aya Text,Sura Number,Sura Name,Aya Number,Number of Ayat,Aya Words,Aya Word Count,Aya Letter Count,Aya Sequ Order,Order,Sura Name EN,Place,Note
وأن لا تعلوا على الله إنى ءاتيكم بسلطن مبين,44,الدخان,19,59,"['وأن', 'لا', 'تعلوا', 'على', 'الله', 'إنى', 'ءاتيكم', 'بسلطن', 'مبين']",9,43,4433,64,Ad-Dukhaan,Mecca,
وإنى عذت بربى وربكم أن ترجمون,44,الدخان,20,59,"['وإنى', 'عذت', 'بربى', 'وربكم', 'أن', 'ترجمون']",6,29,4434,64,Ad-Dukhaan,Mecca,
وإن لم تؤمنوا لى فاعتزلون,44,الدخان,21,59,"['وإن', 'لم', 'تؤمنوا', 'لى', 'فاعتزلون']",5,25,4435,64,Ad-Dukhaan,Mecca,
فدعا ربه أن هؤلاء قوم مجرمون,44,الدخان,22,59,"['فدعا', 'ربه', 'أن', 'هؤلاء', 'قوم', 'مجرمون']",6,28,4436,64,Ad-Dukhaan,Mecca,
فأسر بعبادى ليلا إنكم متبعون,44,الدخان,23,59,"['فأسر', 'بعبادى', 'ليلا', 'إنكم', 'متبعون']",5,28,4437,64,Ad-Dukhaan,Mecca,
واترك البحر رهوا إنهم جند مغرقون,44,الدخان,24,59,"['واترك', 'البحر', 'رهوا', 'إنهم', 'جند', 'مغرقون']",6,32,4438,64,Ad-Dukhaan,Mecca,
كم تركوا من جنت وعيون,44,الدخان,25,59,"['كم', 'تركوا', 'من', 'جنت', 'وعيون']",5,21,4439,64,Ad-Dukhaan,Mecca,
وزروع ومقام كريم,44,الدخان,26,59,"['وزروع', 'ومقام', 'كريم']",3,16,4440,64,Ad-Dukhaan,Mecca,
ونعمة كانوا فيها فكهين,44,الدخان,27,59,"['ونعمة', 'كانوا', 'فيها', 'فكهين']",4,22,4441,64,Ad-Dukhaan,Mecca,
كذلك وأورثنها قوما ءاخرين,44,الدخان,28,59,"['كذلك', 'وأورثنها', 'قوما', 'ءاخرين']",4,25,4442,64,Ad-Dukhaan,Mecca,
فما بكت عليهم السماء والأرض وما كانوا منظرين,44,الدخان,29,59,"['فما', 'بكت', 'عليهم', 'السماء', 'والأرض', 'وما', 'كانوا', 'منظرين']",8,44,4443,64,Ad-Dukhaan,Mecca,
ولقد نجينا بنى إسرءيل من العذاب المهين,44,الدخان,30,59,"['ولقد', 'نجينا', 'بنى', 'إسرءيل', 'من', 'العذاب', 'المهين']",7,38,4444,64,Ad-Dukhaan,Mecca,
من فرعون إنه كان عاليا من المسرفين,44,الدخان,31,59,"['من', 'فرعون', 'إنه', 'كان', 'عاليا', 'من', 'المسرفين']",7,34,4445,64,Ad-Dukhaan,Mecca,
ولقد اخترنهم على علم على العلمين,44,الدخان,32,59,"['ولقد', 'اخترنهم', 'على', 'علم', 'على', 'العلمين']",6,32,4446,64,Ad-Dukhaan,Mecca,
وءاتينهم من الءايت ما فيه بلؤا مبين,44,الدخان,33,59,"['وءاتينهم', 'من', 'الءايت', 'ما', 'فيه', 'بلؤا', 'مبين']",7,35,4447,64,Ad-Dukhaan,Mecca,
إن هؤلاء ليقولون,44,الدخان,34,59,"['إن', 'هؤلاء', 'ليقولون']",3,16,4448,64,Ad-Dukhaan,Mecca,
إن هى إلا موتتنا الأولى وما نحن بمنشرين,44,الدخان,35,59,"['إن', 'هى', 'إلا', 'موتتنا', 'الأولى', 'وما', 'نحن', 'بمنشرين']",8,39,4449,64,Ad-Dukhaan,Mecca,
فأتوا بٔابائنا إن كنتم صدقين,44,الدخان,36,59,"['فأتوا', 'بٔابائنا', 'إن', 'كنتم', 'صدقين']",5,28,4450,64,Ad-Dukhaan,Mecca,
أهم خير أم قوم تبع والذين من قبلهم أهلكنهم إنهم كانوا مجرمين,44,الدخان,37,59,"['أهم', 'خير', 'أم', 'قوم', 'تبع', 'والذين', 'من', 'قبلهم', 'أهلكنهم', 'إنهم', 'كانوا', 'مجرمين']",12,60,4451,64,Ad-Dukhaan,Mecca,
وما خلقنا السموت والأرض وما بينهما لعبين,44,الدخان,38,59,"['وما', 'خلقنا', 'السموت', 'والأرض', 'وما', 'بينهما', 'لعبين']",7,40,4452,64,Ad-Dukhaan,Mecca,
ما خلقنهما إلا بالحق ولكن أكثرهم لا يعلمون,44,الدخان,39,59,"['ما', 'خلقنهما', 'إلا', 'بالحق', 'ولكن', 'أكثرهم', 'لا', 'يعلمون']",8,42,4453,64,Ad-Dukhaan,Mecca,
إن يوم الفصل ميقتهم أجمعين,44,الدخان,40,59,"['إن', 'يوم', 'الفصل', 'ميقتهم', 'أجمعين']",5,26,4454,64,Ad-Dukhaan,Mecca,
يوم لا يغنى مولى عن مولى شئا ولا هم ينصرون,44,الدخان,41,59,"['يوم', 'لا', 'يغنى', 'مولى', 'عن', 'مولى', 'شئا', 'ولا', 'هم', 'ينصرون']",10,43,4455,64,Ad-Dukhaan,Mecca,
إلا من رحم الله إنه هو العزيز الرحيم,44,الدخان,42,59,"['إلا', 'من', 'رحم', 'الله', 'إنه', 'هو', 'العزيز', 'الرحيم']",8,36,4456,64,Ad-Dukhaan,Mecca,
إن شجرت الزقوم,44,الدخان,43,59,"['إن', 'شجرت', 'الزقوم']",3,14,4457,64,Ad-Dukhaan,Mecca,
طعام الأثيم,44,الدخان,44,59,"['طعام', 'الأثيم']",2,11,4458,64,Ad-Dukhaan,Mecca,
كالمهل يغلى فى البطون,44,الدخان,45,59,"['كالمهل', 'يغلى', 'فى', 'البطون']",4,21,4459,64,Ad-Dukhaan,Mecca,
كغلى الحميم,44,الدخان,46,59,"['كغلى', 'الحميم']",2,11,4460,64,Ad-Dukhaan,Mecca,
خذوه فاعتلوه إلى سواء الجحيم,44,الدخان,47,59,"['خذوه', 'فاعتلوه', 'إلى', 'سواء', 'الجحيم']",5,28,4461,64,Ad-Dukhaan,Mecca,
ثم صبوا فوق رأسه من عذاب الحميم,44,الدخان,48,59,"['ثم', 'صبوا', 'فوق', 'رأسه', 'من', 'عذاب', 'الحميم']",7,31,4462,64,Ad-Dukhaan,Mecca,
ذق إنك أنت العزيز الكريم,44,الدخان,49,59,"['ذق', 'إنك', 'أنت', 'العزيز', 'الكريم']",5,24,4463,64,Ad-Dukhaan,Mecca,
إن هذا ما كنتم به تمترون,44,الدخان,50,59,"['إن', 'هذا', 'ما', 'كنتم', 'به', 'تمترون']",6,24,4464,64,Ad-Dukhaan,Mecca,
إن المتقين فى مقام أمين,44,الدخان,51,59,"['إن', 'المتقين', 'فى', 'مقام', 'أمين']",5,23,4465,64,Ad-Dukhaan,Mecca,
فى جنت وعيون,44,الدخان,52,59,"['فى', 'جنت', 'وعيون']",3,12,4466,64,Ad-Dukhaan,Mecca,
يلبسون من سندس وإستبرق متقبلين,44,الدخان,53,59,"['يلبسون', 'من', 'سندس', 'وإستبرق', 'متقبلين']",5,30,4467,64,Ad-Dukhaan,Mecca,
كذلك وزوجنهم بحور عين,44,الدخان,54,59,"['كذلك', 'وزوجنهم', 'بحور', 'عين']",4,21,4468,64,Ad-Dukhaan,Mecca,
يدعون فيها بكل فكهة ءامنين,44,الدخان,55,59,"['يدعون', 'فيها', 'بكل', 'فكهة', 'ءامنين']",5,26,4469,64,Ad-Dukhaan,Mecca,
لا يذوقون فيها الموت إلا الموتة الأولى ووقىهم عذاب الجحيم,44,الدخان,56,59,"['لا', 'يذوقون', 'فيها', 'الموت', 'إلا', 'الموتة', 'الأولى', 'ووقىهم', 'عذاب', 'الجحيم']",10,57,4470,64,Ad-Dukhaan,Mecca,
فضلا من ربك ذلك هو الفوز العظيم,44,الدخان,57,59,"['فضلا', 'من', 'ربك', 'ذلك', 'هو', 'الفوز', 'العظيم']",7,31,4471,64,Ad-Dukhaan,Mecca,
فإنما يسرنه بلسانك لعلهم يتذكرون,44,الدخان,58,59,"['فإنما', 'يسرنه', 'بلسانك', 'لعلهم', 'يتذكرون']",5,32,4472,64,Ad-Dukhaan,Mecca,
فارتقب إنهم مرتقبون,44,الدخان,59,59,"['فارتقب', 'إنهم', 'مرتقبون']",3,19,4473,64,Ad-Dukhaan,Mecca,
حم,45,الجاثية,1,37,['حم'],1,2,4474,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
تنزيل الكتب من الله العزيز الحكيم,45,الجاثية,2,37,"['تنزيل', 'الكتب', 'من', 'الله', 'العزيز', 'الحكيم']",6,33,4475,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
إن فى السموت والأرض لءايت للمؤمنين,45,الجاثية,3,37,"['إن', 'فى', 'السموت', 'والأرض', 'لءايت', 'للمؤمنين']",6,34,4476,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
وفى خلقكم وما يبث من دابة ءايت لقوم يوقنون,45,الجاثية,4,37,"['وفى', 'خلقكم', 'وما', 'يبث', 'من', 'دابة', 'ءايت', 'لقوم', 'يوقنون']",9,42,4477,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
واختلف اليل والنهار وما أنزل الله من السماء من رزق فأحيا به الأرض بعد موتها وتصريف الريح ءايت لقوم يعقلون,45,الجاثية,5,37,"['واختلف', 'اليل', 'والنهار', 'وما', 'أنزل', 'الله', 'من', 'السماء', 'من', 'رزق', 'فأحيا', 'به', 'الأرض', 'بعد', 'موتها', 'وتصريف', 'الريح', 'ءايت', 'لقوم', 'يعقلون']",20,105,4478,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
تلك ءايت الله نتلوها عليك بالحق فبأى حديث بعد الله وءايته يؤمنون,45,الجاثية,6,37,"['تلك', 'ءايت', 'الله', 'نتلوها', 'عليك', 'بالحق', 'فبأى', 'حديث', 'بعد', 'الله', 'وءايته', 'يؤمنون']",12,64,4479,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
ويل لكل أفاك أثيم,45,الجاثية,7,37,"['ويل', 'لكل', 'أفاك', 'أثيم']",4,17,4480,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
يسمع ءايت الله تتلى عليه ثم يصر مستكبرا كأن لم يسمعها فبشره بعذاب أليم,45,الجاثية,8,37,"['يسمع', 'ءايت', 'الله', 'تتلى', 'عليه', 'ثم', 'يصر', 'مستكبرا', 'كأن', 'لم', 'يسمعها', 'فبشره', 'بعذاب', 'أليم']",14,70,4481,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
وإذا علم من ءايتنا شئا اتخذها هزوا أولئك لهم عذاب مهين,45,الجاثية,9,37,"['وإذا', 'علم', 'من', 'ءايتنا', 'شئا', 'اتخذها', 'هزوا', 'أولئك', 'لهم', 'عذاب', 'مهين']",11,55,4482,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
من ورائهم جهنم ولا يغنى عنهم ما كسبوا شئا ولا ما اتخذوا من دون الله أولياء ولهم عذاب عظيم,45,الجاثية,10,37,"['من', 'ورائهم', 'جهنم', 'ولا', 'يغنى', 'عنهم', 'ما', 'كسبوا', 'شئا', 'ولا', 'ما', 'اتخذوا', 'من', 'دون', 'الله', 'أولياء', 'ولهم', 'عذاب', 'عظيم']",19,90,4483,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
هذا هدى والذين كفروا بٔايت ربهم لهم عذاب من رجز أليم,45,الجاثية,11,37,"['هذا', 'هدى', 'والذين', 'كفروا', 'بٔايت', 'ربهم', 'لهم', 'عذاب', 'من', 'رجز', 'أليم']",11,52,4484,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
الله الذى سخر لكم البحر لتجرى الفلك فيه بأمره ولتبتغوا من فضله ولعلكم تشكرون,45,الجاثية,12,37,"['الله', 'الذى', 'سخر', 'لكم', 'البحر', 'لتجرى', 'الفلك', 'فيه', 'بأمره', 'ولتبتغوا', 'من', 'فضله', 'ولعلكم', 'تشكرون']",14,76,4485,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
وسخر لكم ما فى السموت وما فى الأرض جميعا منه إن فى ذلك لءايت لقوم يتفكرون,45,الجاثية,13,37,"['وسخر', 'لكم', 'ما', 'فى', 'السموت', 'وما', 'فى', 'الأرض', 'جميعا', 'منه', 'إن', 'فى', 'ذلك', 'لءايت', 'لقوم', 'يتفكرون']",16,73,4486,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
قل للذين ءامنوا يغفروا للذين لا يرجون أيام الله ليجزى قوما بما كانوا يكسبون,45,الجاثية,14,37,"['قل', 'للذين', 'ءامنوا', 'يغفروا', 'للذين', 'لا', 'يرجون', 'أيام', 'الله', 'ليجزى', 'قوما', 'بما', 'كانوا', 'يكسبون']",14,75,4487,65,Al-Jaathiya,Medina,"Except 14, from Medina"
من عمل صلحا فلنفسه ومن أساء فعليها ثم إلى ربكم ترجعون,45,الجاثية,15,37,"['من', 'عمل', 'صلحا', 'فلنفسه', 'ومن', 'أساء', 'فعليها', 'ثم', 'إلى', 'ربكم', 'ترجعون']",11,53,4488,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
ولقد ءاتينا بنى إسرءيل الكتب والحكم والنبوة ورزقنهم من الطيبت وفضلنهم على العلمين,45,الجاثية,16,37,"['ولقد', 'ءاتينا', 'بنى', 'إسرءيل', 'الكتب', 'والحكم', 'والنبوة', 'ورزقنهم', 'من', 'الطيبت', 'وفضلنهم', 'على', 'العلمين']",13,81,4489,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
وءاتينهم بينت من الأمر فما اختلفوا إلا من بعد ما جاءهم العلم بغيا بينهم إن ربك يقضى بينهم يوم القيمة فيما كانوا فيه يختلفون,45,الجاثية,17,37,"['وءاتينهم', 'بينت', 'من', 'الأمر', 'فما', 'اختلفوا', 'إلا', 'من', 'بعد', 'ما', 'جاءهم', 'العلم', 'بغيا', 'بينهم', 'إن', 'ربك', 'يقضى', 'بينهم', 'يوم', 'القيمة', 'فيما', 'كانوا', 'فيه', 'يختلفون']",24,123,4490,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
ثم جعلنك على شريعة من الأمر فاتبعها ولا تتبع أهواء الذين لا يعلمون,45,الجاثية,18,37,"['ثم', 'جعلنك', 'على', 'شريعة', 'من', 'الأمر', 'فاتبعها', 'ولا', 'تتبع', 'أهواء', 'الذين', 'لا', 'يعلمون']",13,66,4491,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
إنهم لن يغنوا عنك من الله شئا وإن الظلمين بعضهم أولياء بعض والله ولى المتقين,45,الجاثية,19,37,"['إنهم', 'لن', 'يغنوا', 'عنك', 'من', 'الله', 'شئا', 'وإن', 'الظلمين', 'بعضهم', 'أولياء', 'بعض', 'والله', 'ولى', 'المتقين']",15,77,4492,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
هذا بصئر للناس وهدى ورحمة لقوم يوقنون,45,الجاثية,20,37,"['هذا', 'بصئر', 'للناس', 'وهدى', 'ورحمة', 'لقوم', 'يوقنون']",7,37,4493,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
أم حسب الذين اجترحوا السئات أن نجعلهم كالذين ءامنوا وعملوا الصلحت سواء محياهم ومماتهم ساء ما يحكمون,45,الجاثية,21,37,"['أم', 'حسب', 'الذين', 'اجترحوا', 'السئات', 'أن', 'نجعلهم', 'كالذين', 'ءامنوا', 'وعملوا', 'الصلحت', 'سواء', 'محياهم', 'ومماتهم', 'ساء', 'ما', 'يحكمون']",17,100,4494,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
وخلق الله السموت والأرض بالحق ولتجزى كل نفس بما كسبت وهم لا يظلمون,45,الجاثية,22,37,"['وخلق', 'الله', 'السموت', 'والأرض', 'بالحق', 'ولتجزى', 'كل', 'نفس', 'بما', 'كسبت', 'وهم', 'لا', 'يظلمون']",13,66,4495,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
أفرءيت من اتخذ إلهه هوىه وأضله الله على علم وختم على سمعه وقلبه وجعل على بصره غشوة فمن يهديه من بعد الله أفلا تذكرون,45,الجاثية,23,37,"['أفرءيت', 'من', 'اتخذ', 'إلهه', 'هوىه', 'وأضله', 'الله', 'على', 'علم', 'وختم', 'على', 'سمعه', 'وقلبه', 'وجعل', 'على', 'بصره', 'غشوة', 'فمن', 'يهديه', 'من', 'بعد', 'الله', 'أفلا', 'تذكرون']",24,116,4496,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
وقالوا ما هى إلا حياتنا الدنيا نموت ونحيا وما يهلكنا إلا الدهر وما لهم بذلك من علم إن هم إلا يظنون,45,الجاثية,24,37,"['وقالوا', 'ما', 'هى', 'إلا', 'حياتنا', 'الدنيا', 'نموت', 'ونحيا', 'وما', 'يهلكنا', 'إلا', 'الدهر', 'وما', 'لهم', 'بذلك', 'من', 'علم', 'إن', 'هم', 'إلا', 'يظنون']",21,98,4497,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
وإذا تتلى عليهم ءايتنا بينت ما كان حجتهم إلا أن قالوا ائتوا بٔابائنا إن كنتم صدقين,45,الجاثية,25,37,"['وإذا', 'تتلى', 'عليهم', 'ءايتنا', 'بينت', 'ما', 'كان', 'حجتهم', 'إلا', 'أن', 'قالوا', 'ائتوا', 'بٔابائنا', 'إن', 'كنتم', 'صدقين']",16,82,4498,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
قل الله يحييكم ثم يميتكم ثم يجمعكم إلى يوم القيمة لا ريب فيه ولكن أكثر الناس لا يعلمون,45,الجاثية,26,37,"['قل', 'الله', 'يحييكم', 'ثم', 'يميتكم', 'ثم', 'يجمعكم', 'إلى', 'يوم', 'القيمة', 'لا', 'ريب', 'فيه', 'ولكن', 'أكثر', 'الناس', 'لا', 'يعلمون']",18,86,4499,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
ولله ملك السموت والأرض ويوم تقوم الساعة يومئذ يخسر المبطلون,45,الجاثية,27,37,"['ولله', 'ملك', 'السموت', 'والأرض', 'ويوم', 'تقوم', 'الساعة', 'يومئذ', 'يخسر', 'المبطلون']",10,59,4500,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
وترى كل أمة جاثية كل أمة تدعى إلى كتبها اليوم تجزون ما كنتم تعملون,45,الجاثية,28,37,"['وترى', 'كل', 'أمة', 'جاثية', 'كل', 'أمة', 'تدعى', 'إلى', 'كتبها', 'اليوم', 'تجزون', 'ما', 'كنتم', 'تعملون']",14,66,4501,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
هذا كتبنا ينطق عليكم بالحق إنا كنا نستنسخ ما كنتم تعملون,45,الجاثية,29,37,"['هذا', 'كتبنا', 'ينطق', 'عليكم', 'بالحق', 'إنا', 'كنا', 'نستنسخ', 'ما', 'كنتم', 'تعملون']",11,56,4502,65,Al-Jaathiya,Mecca,"Except 14, from Medina"
